"sourcekey" "targetkey" "lei_xing" "pk"
"DUI_XIANG:522633192010207906" "DUI_XIANG:230710188103086144" "" "1668"
"DUI_XIANG:522633192109058058" "DUI_XIANG:230703194905305844" "" "1669"
"DUI_XIANG:522633192703074261" "DUI_XIANG:230703194608035438" "" "1670"
"DUI_XIANG:522633192704122085" "DUI_XIANG:23070319450916367X" "" "1671"
"DUI_XIANG:522633193112287200" "DUI_XIANG:230703194311016105" "" "1672"
"DUI_XIANG:522633193707074343" "DUI_XIANG:230703194310289056" "" "1673"
"DUI_XIANG:522633193806271377" "DUI_XIANG:230703193605071076" "" "1674"
"DUI_XIANG:522700188008014124" "DUI_XIANG:23070319310922503X" "" "1675"
"DUI_XIANG:52270018820614865X" "DUI_XIANG:230703193010316249" "" "1676"
"DUI_XIANG:522700188305033604" "DUI_XIANG:230703192911113508" "" "1677"
"DUI_XIANG:522700189904037425" "DUI_XIANG:230703191808251705" "" "1678"
"DUI_XIANG:522700190312226650" "DUI_XIANG:230703191201209949" "" "1679"
"DUI_XIANG:522700190510053359" "DUI_XIANG:230703191103086463" "" "1680"
"DUI_XIANG:522700190808085089" "DUI_XIANG:230703190706137405" "" "1681"
"DUI_XIANG:52270019110504519X" "DUI_XIANG:230703188005284290" "" "1682"
"DUI_XIANG:522700192505236512" "DUI_XIANG:23030719360509356X" "" "1683"
"DUI_XIANG:522700193409021620" "DUI_XIANG:230307193109248286" "" "1684"
"DUI_XIANG:522700194302103161" "DUI_XIANG:230307192911158689" "" "1685"
"DUI_XIANG:530103188106173264" "DUI_XIANG:230307192304119223" "" "1686"
"DUI_XIANG:530103188404181342" "DUI_XIANG:230307191412062194" "" "1687"
"DUI_XIANG:530103190807014592" "DUI_XIANG:230307191202238278" "" "1688"
"DUI_XIANG:530103190807302092" "DUI_XIANG:230307190111064167" "" "1689"
"DUI_XIANG:530103191403123287" "DUI_XIANG:23030718900822593X" "" "1690"
"DUI_XIANG:530103191712118617" "DUI_XIANG:230307188909044429" "" "1691"
"DUI_XIANG:530103192306099347" "DUI_XIANG:230307188810125624" "" "1692"
"DUI_XIANG:530103192406029944" "DUI_XIANG:230307188711229700" "" "1693"
"DUI_XIANG:530103192604167168" "DUI_XIANG:230307188203063409" "" "1694"
"DUI_XIANG:53010319390510531X" "DUI_XIANG:230108194906089484" "" "1695"
"DUI_XIANG:530501188305296186" "DUI_XIANG:230108194410291283" "" "1696"
"DUI_XIANG:530501188305318226" "DUI_XIANG:230108194410244233" "" "1697"
"DUI_XIANG:530501188911277508" "DUI_XIANG:230108193903171058" "" "1698"
"DUI_XIANG:530501189110103684" "DUI_XIANG:230108192701068197" "" "1699"
"DUI_XIANG:530501189110159725" "DUI_XIANG:230108192503266598" "" "1700"
"DUI_XIANG:530501189308273515" "DUI_XIANG:230108192304165938" "" "1701"
"DUI_XIANG:530501189705211801" "DUI_XIANG:230108192106295168" "" "1702"
"DUI_XIANG:530501189804047517" "DUI_XIANG:230108191809034584" "" "1703"
"DUI_XIANG:530501191303168882" "DUI_XIANG:230108191412073120" "" "1704"
"DUI_XIANG:530501191402017932" "DUI_XIANG:230108191301201548" "" "1705"
"DUI_XIANG:530501191501246407" "DUI_XIANG:230108190210041951" "" "1706"
"DUI_XIANG:530501191501271477" "DUI_XIANG:230108190210041185" "" "1707"
"DUI_XIANG:530501191501271944" "DUI_XIANG:230108189207039342" "" "1708"
"DUI_XIANG:53050119430126169X" "DUI_XIANG:23010818840222475X" "" "1709"
"DUI_XIANG:53070218891126670X" "DUI_XIANG:230108188104203846" "" "1710"
"DUI_XIANG:530702189208251420" "DUI_XIANG:222400194708275214" "" "1711"
"DUI_XIANG:530702191402029711" "DUI_XIANG:222400194002089890" "" "1712"
"DUI_XIANG:530702192406307381" "DUI_XIANG:222400193506211138" "" "1713"
"DUI_XIANG:530702193112253327" "DUI_XIANG:222400193308143031" "" "1714"
"DUI_XIANG:530702193805185961" "DUI_XIANG:222400192801034440" "" "1715"
"DUI_XIANG:530702194412178490" "DUI_XIANG:222400192304154871" "" "1716"
"DUI_XIANG:532600188502028501" "DUI_XIANG:22240019180908179X" "" "1717"
"DUI_XIANG:532600192505202191" "DUI_XIANG:222400191511026288" "" "1718"
"DUI_XIANG:532600193309019167" "DUI_XIANG:222400191412106389" "" "1719"
"DUI_XIANG:532600193706212091" "DUI_XIANG:222400191202285593" "" "1720"
"DUI_XIANG:532622189010091902" "DUI_XIANG:222400190508083463" "" "1721"
"DUI_XIANG:532622189803312955" "DUI_XIANG:222400189802114680" "" "1722"
"DUI_XIANG:532622190001044723" "DUI_XIANG:222400188909033472" "" "1723"
"DUI_XIANG:532622190707299541" "DUI_XIANG:222400188711254536" "" "1724"
"DUI_XIANG:532622190807266536" "DUI_XIANG:222400188612071697" "" "1725"
"DUI_XIANG:532622192008297466" "DUI_XIANG:222400188303085454" "" "1726"
"DUI_XIANG:532622192207135398" "DUI_XIANG:220821194609153037" "" "1727"
"DUI_XIANG:53262219301224197X" "DUI_XIANG:220821194510278841" "" "1728"
"DUI_XIANG:532622193310029467" "DUI_XIANG:220821194510221829" "" "1729"
"DUI_XIANG:532622193805082497" "DUI_XIANG:220821193704035608" "" "1730"
"DUI_XIANG:532622194511052270" "DUI_XIANG:220821193308165769" "" "1731"
"DUI_XIANG:533324188811277064" "DUI_XIANG:220821193209273107" "" "1732"
"DUI_XIANG:53332418891121866X" "DUI_XIANG:220821193110031394" "" "1733"
"DUI_XIANG:533324189803299524" "DUI_XIANG:220821192812012652" "" "1734"
"DUI_XIANG:53332419000104515X" "DUI_XIANG:220821192701093349" "" "1735"
"DUI_XIANG:533324190608072656" "DUI_XIANG:220821191103112103" "" "1736"
"DUI_XIANG:533324190608117877" "DUI_XIANG:220821191004239352" "" "1737"
"DUI_XIANG:533324190608128664" "DUI_XIANG:220821190607299237" "" "1738"
"DUI_XIANG:533324191104241705" "DUI_XIANG:220821190211075421" "" "1739"
"DUI_XIANG:533324191711279115" "DUI_XIANG:220821189802115087" "" "1740"
"DUI_XIANG:53332419200824111X" "DUI_XIANG:220821188910114132" "" "1741"
"DUI_XIANG:533324194003241793" "DUI_XIANG:220821188810147754" "" "1742"
"DUI_XIANG:533324194907205859" "DUI_XIANG:220821188501175989" "" "1743"
"DUI_XIANG:542100189604107170" "DUI_XIANG:220821188303038609" "" "1744"
"DUI_XIANG:542100191302285433" "DUI_XIANG:220821188105259726" "" "1745"
"DUI_XIANG:542100192008308432" "DUI_XIANG:220500194411304196" "" "1746"
"DUI_XIANG:542100192306295545" "DUI_XIANG:22050019421221418X" "" "1747"
"DUI_XIANG:542100194511015636" "DUI_XIANG:220500193606211331" "" "1748"
"DUI_XIANG:542125189109263595" "DUI_XIANG:220500191809056977" "" "1749"
"DUI_XIANG:542125189704013603" "DUI_XIANG:220500191202053948" "" "1750"
"DUI_XIANG:542125191203111697" "DUI_XIANG:220500190706196200" "" "1751"
"DUI_XIANG:542125192602234744" "DUI_XIANG:220500188006044190" "" "1752"
"DUI_XIANG:542125193408132394" "DUI_XIANG:220323194201261638" "" "1753"
"DUI_XIANG:542125194312144600" "DUI_XIANG:220323193903238817" "" "1754"
"DUI_XIANG:542125194510303799" "DUI_XIANG:220323191909056804" "" "1755"
"DUI_XIANG:542227188105273167" "DUI_XIANG:220323191512073032" "" "1756"
"DUI_XIANG:542227189703231930" "DUI_XIANG:220323188204178484" "" "1757"
"DUI_XIANG:542227189803207145" "DUI_XIANG:220203194510256719" "" "1758"
"DUI_XIANG:542227190211075773" "DUI_XIANG:220203194101029398" "" "1759"
"DUI_XIANG:542227190310017050" "DUI_XIANG:220203193705104761" "" "1760"
"DUI_XIANG:542227190509154642" "DUI_XIANG:220203190707243649" "" "1761"
"DUI_XIANG:542227190607025414" "DUI_XIANG:220203190112262621" "" "1762"
"DUI_XIANG:542227191401223970" "DUI_XIANG:22020318810531761X" "" "1763"
"DUI_XIANG:542227191710221282" "DUI_XIANG:220182194301247808" "" "1764"
"DUI_XIANG:542227191908297012" "DUI_XIANG:220182192801126739" "" "1765"
"DUI_XIANG:542227192404119495" "DUI_XIANG:220182192801071301" "" "1766"
"DUI_XIANG:542227192404177847" "DUI_XIANG:220182192504084800" "" "1767"
"DUI_XIANG:542227192503062447" "DUI_XIANG:22018219190906802X" "" "1768"
"DUI_XIANG:542227193903194128" "DUI_XIANG:220182191711279139" "" "1769"
"DUI_XIANG:54222719460915279X" "DUI_XIANG:220182191512154376" "" "1770"
"DUI_XIANG:542322188601117095" "DUI_XIANG:220182190608061727" "" "1771"
"DUI_XIANG:54232218920817803X" "DUI_XIANG:220182188712069355" "" "1772"
"DUI_XIANG:542322190310028538" "DUI_XIANG:220182188601209001" "" "1773"
"DUI_XIANG:542322190707231278" "DUI_XIANG:220182188106078497" "" "1774"
"DUI_XIANG:542322191301223328" "DUI_XIANG:220103194709187639" "" "1775"
"DUI_XIANG:542322191401187731" "DUI_XIANG:220103194201295161" "" "1776"
"DUI_XIANG:542322191611292185" "DUI_XIANG:220103193408132592" "" "1777"
"DUI_XIANG:542322193407051789" "DUI_XIANG:220103192702211844" "" "1778"
"DUI_XIANG:542322193506233748" "DUI_XIANG:22010319260330253X" "" "1779"
"DUI_XIANG:542322193507015363" "DUI_XIANG:220103192306017505" "" "1780"
"DUI_XIANG:542322194212191225" "DUI_XIANG:220103192107194007" "" "1781"
"DUI_XIANG:542322194312154843" "DUI_XIANG:220103191512118855" "" "1782"
"DUI_XIANG:542322194609141760" "DUI_XIANG:220103191203179208" "" "1783"
"DUI_XIANG:54232219490719510X" "DUI_XIANG:220103191004298415" "" "1784"
"DUI_XIANG:542331188104215432" "DUI_XIANG:22010319090509284X" "" "1785"
"DUI_XIANG:542331188204145611" "DUI_XIANG:220103190806208130" "" "1786"
"DUI_XIANG:542331190806103788" "DUI_XIANG:220103189704084693" "" "1787"
"DUI_XIANG:542331191301246243" "DUI_XIANG:220103188403109303" "" "1788"
"DUI_XIANG:542331192503049226" "DUI_XIANG:220103188205021482" "" "1789"
"DUI_XIANG:542331192503277448" "DUI_XIANG:220103188105032643" "" "1790"
"DUI_XIANG:54233119260222363X" "DUI_XIANG:211101194809094495" "" "1791"
"DUI_XIANG:542331193209214811" "DUI_XIANG:211101194709198852" "" "1792"
"DUI_XIANG:542331193209273416" "DUI_XIANG:211101194301284175" "" "1793"
"DUI_XIANG:542331194002065921" "DUI_XIANG:211101194103169969" "" "1794"
"DUI_XIANG:542331194609071666" "DUI_XIANG:21110119370622263X" "" "1795"
"DUI_XIANG:54233119490716967X" "DUI_XIANG:211101193111172231" "" "1796"
"DUI_XIANG:542421189207133197" "DUI_XIANG:211101193011228330" "" "1797"
"DUI_XIANG:542421189405198629" "DUI_XIANG:211101192603051546" "" "1798"
"DUI_XIANG:542421189801078637" "DUI_XIANG:211101192306088000" "" "1799"
"DUI_XIANG:542421190012273622" "DUI_XIANG:211101191612072758" "" "1800"
"DUI_XIANG:542421190309234958" "DUI_XIANG:211101191203146023" "" "1801"
"DUI_XIANG:542421191004227436" "DUI_XIANG:21110119041001693X" "" "1802"
"DUI_XIANG:542421191908215796" "DUI_XIANG:211101188812014002" "" "1803"
"DUI_XIANG:542421192503313384" "DUI_XIANG:211101188403074872" "" "1804"
"DUI_XIANG:542421193506233448" "DUI_XIANG:210801193508108112" "" "1805"
"DUI_XIANG:542421193902114299" "DUI_XIANG:210801192207157231" "" "1806"
"DUI_XIANG:542421194101236151" "DUI_XIANG:210801192008319971" "" "1807"
"DUI_XIANG:542421194906089101" "DUI_XIANG:210801189704106657" "" "1808"
"DUI_XIANG:54242418861201329X" "DUI_XIANG:210801189308214947" "" "1809"
"DUI_XIANG:542424189306235614" "DUI_XIANG:210801189307157039" "" "1810"
"DUI_XIANG:542424189405141883" "DUI_XIANG:210801188503097753" "" "1811"
"DUI_XIANG:54242418980106666X" "DUI_XIANG:21080118850201598X" "" "1812"
"DUI_XIANG:542424189802081749" "DUI_XIANG:210801188304192352" "" "1813"
"DUI_XIANG:542424189802092229" "DUI_XIANG:21030019430126192X" "" "1814"
"DUI_XIANG:542424190706148737" "DUI_XIANG:210300193904069676" "" "1815"
"DUI_XIANG:542424190904263912" "DUI_XIANG:210300193409261601" "" "1816"
"DUI_XIANG:542424191412072604" "DUI_XIANG:210300192802154293" "" "1817"
"DUI_XIANG:542424191908226961" "DUI_XIANG:210300192703048938" "" "1818"
"DUI_XIANG:542424192007145827" "DUI_XIANG:210300192306066139" "" "1819"
"DUI_XIANG:542424192007157510" "DUI_XIANG:210300192009069165" "" "1820"
"DUI_XIANG:542525188203041232" "DUI_XIANG:210300191711048394" "" "1821"
"DUI_XIANG:542525188401185974" "DUI_XIANG:21030019090621938X" "" "1822"
"DUI_XIANG:542525188711161847" "DUI_XIANG:210300189407086908" "" "1823"
"DUI_XIANG:54252519050730150X" "DUI_XIANG:210300188503075083" "" "1824"
"DUI_XIANG:542525190607231385" "DUI_XIANG:210201192307157535" "" "1825"
"DUI_XIANG:542525191201224083" "DUI_XIANG:210201191204275665" "" "1826"
"DUI_XIANG:542525192205246655" "DUI_XIANG:21020119100615183X" "" "1827"
"DUI_XIANG:542525192304154684" "DUI_XIANG:210201190808059790" "" "1828"
"DUI_XIANG:542525194807193801" "DUI_XIANG:210201189110113953" "" "1829"
"DUI_XIANG:54262618970214956X" "DUI_XIANG:210201188911302602" "" "1830"
"DUI_XIANG:542626189802081507" "DUI_XIANG:210201188911278016" "" "1831"
"DUI_XIANG:542626190507242556" "DUI_XIANG:210201188602273086" "" "1832"
"DUI_XIANG:542626191102053858" "DUI_XIANG:152525194004072069" "" "1833"
"DUI_XIANG:54262619131210684X" "DUI_XIANG:152525193211194507" "" "1834"
"DUI_XIANG:542626191808296253" "DUI_XIANG:15252519300110506X" "" "1835"
"DUI_XIANG:542626192205212879" "DUI_XIANG:152525192604167038" "" "1836"
"DUI_XIANG:542626194409163991" "DUI_XIANG:15252519080807319X" "" "1837"
"DUI_XIANG:542626194509079957" "DUI_XIANG:152525190807313497" "" "1838"
"DUI_XIANG:610301188104166691" "DUI_XIANG:152525190510293552" "" "1839"
"DUI_XIANG:610301189603231026" "DUI_XIANG:15252519041114624X" "" "1840"
"DUI_XIANG:61030119040804766X" "DUI_XIANG:152525189011288638" "" "1841"
"DUI_XIANG:610301191102028583" "DUI_XIANG:150727192505258577" "" "1842"
"DUI_XIANG:610301191511254856" "DUI_XIANG:15072719250524786X" "" "1843"
"DUI_XIANG:610301191610148055" "DUI_XIANG:150727191502017984" "" "1844"
"DUI_XIANG:610301192601067450" "DUI_XIANG:150727191205023114" "" "1845"
"DUI_XIANG:610301192712252421" "DUI_XIANG:150727190201056280" "" "1846"
"DUI_XIANG:610301193109236253" "DUI_XIANG:150727189903025317" "" "1847"
"DUI_XIANG:61030119400128360X" "DUI_XIANG:150727188603052490" "" "1848"
"DUI_XIANG:610429189306212111" "DUI_XIANG:150525194810257234" "" "1849"
"DUI_XIANG:610429190407309770" "DUI_XIANG:150525193410054548" "" "1850"
"DUI_XIANG:610429190903122825" "DUI_XIANG:150525193112309530" "" "1851"
"DUI_XIANG:610429190904179970" "DUI_XIANG:150525193112046718" "" "1852"
"DUI_XIANG:610429191907101153" "DUI_XIANG:150525193001163188" "" "1853"
"DUI_XIANG:610429192006017522" "DUI_XIANG:150525191204022634" "" "1854"
"DUI_XIANG:610429193207059715" "DUI_XIANG:150525191006233254" "" "1855"
"DUI_XIANG:610429193208107301" "DUI_XIANG:150525190610293857" "" "1856"
"DUI_XIANG:610429193208107811" "DUI_XIANG:150525190411123556" "" "1857"
"DUI_XIANG:610528188512286503" "DUI_XIANG:150525190312262892" "" "1858"
"DUI_XIANG:610528188611217319" "DUI_XIANG:150525189011302717" "" "1859"
"DUI_XIANG:61052818900712193X" "DUI_XIANG:150525188305021465" "" "1860"
"DUI_XIANG:610528189008167366" "DUI_XIANG:150426194810281534" "" "1861"
"DUI_XIANG:610528189206271279" "DUI_XIANG:150426194711038686" "" "1862"
"DUI_XIANG:610528191510195699" "DUI_XIANG:150426194302089650" "" "1863"
"DUI_XIANG:61052819240219911X" "DUI_XIANG:150426193708133055" "" "1864"
"DUI_XIANG:61052819310918866X" "DUI_XIANG:150426193707074663" "" "1865"
"DUI_XIANG:610528193505092934" "DUI_XIANG:150426193608166386" "" "1866"
"DUI_XIANG:610528193604286574" "DUI_XIANG:150426193112034961" "" "1867"
"DUI_XIANG:610528194707194423" "DUI_XIANG:150426192506065459" "" "1868"
"DUI_XIANG:610702188401082337" "DUI_XIANG:150426191502032129" "" "1869"
"DUI_XIANG:610702188809307392" "DUI_XIANG:150426189706269862" "" "1870"
"DUI_XIANG:610702190804181527" "DUI_XIANG:150426189011291430" "" "1871"
"DUI_XIANG:610702191101245330" "DUI_XIANG:141130194810304094" "" "1872"
"DUI_XIANG:610702191201153716" "DUI_XIANG:141130194711039192" "" "1873"
"DUI_XIANG:610702191212095136" "DUI_XIANG:141130194004082941" "" "1874"
"DUI_XIANG:610702191906028931" "DUI_XIANG:141130193410091654" "" "1875"
"DUI_XIANG:610702192402211710" "DUI_XIANG:141130193410066221" "" "1876"
"DUI_XIANG:610702193901272205" "DUI_XIANG:141130192605261380" "" "1877"
"DUI_XIANG:61070219390201876X" "DUI_XIANG:141130191601246891" "" "1878"
"DUI_XIANG:610901188103049090" "DUI_XIANG:14113019110514911X" "" "1879"
"DUI_XIANG:610901188103314181" "DUI_XIANG:141130190202126951" "" "1880"
"DUI_XIANG:610901188412034781" "DUI_XIANG:141130189904072953" "" "1881"
"DUI_XIANG:610901190506173048" "DUI_XIANG:141130188801235049" "" "1882"
"DUI_XIANG:610901191002259096" "DUI_XIANG:141129194909187662" "" "1883"
"DUI_XIANG:610901191101234150" "DUI_XIANG:141129193906279444" "" "1884"
"DUI_XIANG:610901191212128238" "DUI_XIANG:14112919390623537X" "" "1885"
"DUI_XIANG:610901191312047638" "DUI_XIANG:141129192803108461" "" "1886"
"DUI_XIANG:61090119131206151X" "DUI_XIANG:14112919250609944X" "" "1887"
"DUI_XIANG:610901191510161642" "DUI_XIANG:141129190709225144" "" "1888"
"DUI_XIANG:610901191510162143" "DUI_XIANG:141129189210184322" "" "1889"
"DUI_XIANG:610901194805271914" "DUI_XIANG:141129188901165556" "" "1890"
"DUI_XIANG:610926188004107926" "DUI_XIANG:141129188207242574" "" "1891"
"DUI_XIANG:610926188202235638" "DUI_XIANG:140981194402068099" "" "1892"
"DUI_XIANG:610926188512263829" "DUI_XIANG:140981193002201546" "" "1893"
"DUI_XIANG:61092619001028178X" "DUI_XIANG:140981192605019140" "" "1894"
"DUI_XIANG:610926190407207027" "DUI_XIANG:140981192109164066" "" "1895"
"DUI_XIANG:610926190903111147" "DUI_XIANG:140981192109128495" "" "1896"
"DUI_XIANG:610926191807097992" "DUI_XIANG:140981192010277626" "" "1897"
"DUI_XIANG:610926191807156251" "DUI_XIANG:140981191701272221" "" "1898"
"DUI_XIANG:610926193009202208" "DUI_XIANG:140981190610087747" "" "1899"
"DUI_XIANG:610926194001199483" "DUI_XIANG:140981190301103547" "" "1900"
"DUI_XIANG:620524188610088785" "DUI_XIANG:140981190003313140" "" "1901"
"DUI_XIANG:620524188908178003" "DUI_XIANG:140981189706306395" "" "1902"
"DUI_XIANG:62052418910625657X" "DUI_XIANG:140981189111278452" "" "1903"
"DUI_XIANG:62052418940324150X" "DUI_XIANG:140981188604181988" "" "1904"
"DUI_XIANG:620524189403264103" "DUI_XIANG:140922194910279060" "" "1905"
"DUI_XIANG:620524189404287702" "DUI_XIANG:140922194909201979" "" "1906"
"DUI_XIANG:620524189503183490" "DUI_XIANG:140922194711109712" "" "1907"
"DUI_XIANG:620524189712237205" "DUI_XIANG:140922194303228851" "" "1908"
"DUI_XIANG:620524190110222282" "DUI_XIANG:140922194104059223" "" "1909"
"DUI_XIANG:620524193009177433" "DUI_XIANG:140922194104047599" "" "1910"
"DUI_XIANG:620524193207255412" "DUI_XIANG:140922192903015447" "" "1911"
"DUI_XIANG:620524193306141066" "DUI_XIANG:140922192804122802" "" "1912"
"DUI_XIANG:620524194508285994" "DUI_XIANG:140922192705236687" "" "1913"
"DUI_XIANG:620524194508309239" "DUI_XIANG:140922192506077599" "" "1914"
"DUI_XIANG:62052419480526134X" "DUI_XIANG:140922192308274858" "" "1915"
"DUI_XIANG:620901188412286139" "DUI_XIANG:140922191503194293" "" "1916"
"DUI_XIANG:620901188511194731" "DUI_XIANG:140922191206186326" "" "1917"
"DUI_XIANG:620901189502114634" "DUI_XIANG:140922190809191664" "" "1918"
"DUI_XIANG:620901189911052913" "DUI_XIANG:140922190202141791" "" "1919"
"DUI_XIANG:620901190010016307" "DUI_XIANG:140922190003036884" "" "1920"
"DUI_XIANG:620901190407205819" "DUI_XIANG:140922189210195601" "" "1921"
"DUI_XIANG:620901190506115149" "DUI_XIANG:140922189012117434" "" "1922"
"DUI_XIANG:62090119111210621X" "DUI_XIANG:140922189012094981" "" "1923"
"DUI_XIANG:620901191509081049" "DUI_XIANG:140922188405081079" "" "1924"
"DUI_XIANG:620901191608237459" "DUI_XIANG:140922188307217606" "" "1925"
"DUI_XIANG:620901192909269483" "DUI_XIANG:140828191106233829" "" "1926"
"DUI_XIANG:620901193206232902" "DUI_XIANG:140828189805257667" "" "1927"
"DUI_XIANG:620901193305114821" "DUI_XIANG:140828189508227007" "" "1928"
"DUI_XIANG:620901193901235099" "DUI_XIANG:140828189012131319" "" "1929"
"DUI_XIANG:620901194012095887" "DUI_XIANG:140828188802274280" "" "1930"
"DUI_XIANG:620901194309138489" "DUI_XIANG:140828188802042287" "" "1931"
"DUI_XIANG:620901194507171693" "DUI_XIANG:140828188009142864" "" "1932"
"DUI_XIANG:621124188102257107" "DUI_XIANG:140600194005198418" "" "1933"
"DUI_XIANG:621124188312012407" "DUI_XIANG:140600192110255374" "" "1934"
"DUI_XIANG:621124188709248581" "DUI_XIANG:140600192011062681" "" "1935"
"DUI_XIANG:621124188907096267" "DUI_XIANG:140600191007051352" "" "1936"
"DUI_XIANG:621124191509056339" "DUI_XIANG:140600190004085392" "" "1937"
"DUI_XIANG:621124191806306090" "DUI_XIANG:140600190004084613" "" "1938"
"DUI_XIANG:621124191905222888" "DUI_XIANG:140600189608251189" "" "1939"
"DUI_XIANG:621124192103013640" "DUI_XIANG:140600188901223887" "" "1940"
"DUI_XIANG:621124192104061871" "DUI_XIANG:140600188703156257" "" "1941"
"DUI_XIANG:621124192611179735" "DUI_XIANG:140600188306184924" "" "1942"
"DUI_XIANG:621124192909199667" "DUI_XIANG:140600188207299638" "" "1943"
"DUI_XIANG:621124193008084875" "DUI_XIANG:140524194910271166" "" "1944"
"DUI_XIANG:621124193603145652" "DUI_XIANG:140524194105164165" "" "1945"
"DUI_XIANG:621124194408023670" "DUI_XIANG:14052419400629444X" "" "1946"
"DUI_XIANG:621124194409035147" "DUI_XIANG:140524193312058045" "" "1947"
"DUI_XIANG:621124194606099115" "DUI_XIANG:140524191801236704" "" "1948"
"DUI_XIANG:621124194607168725" "DUI_XIANG:14052419071007715X" "" "1949"
"DUI_XIANG:621201189006292557" "DUI_XIANG:140524190103025614" "" "1950"
"DUI_XIANG:62120118910517496X" "DUI_XIANG:140524189905282147" "" "1951"
"DUI_XIANG:621201191112072366" "DUI_XIANG:140524189211026093" "" "1952"
"DUI_XIANG:621201192809246690" "DUI_XIANG:140524188902296071" "" "1953"
"DUI_XIANG:621201192909199510" "DUI_XIANG:14052418850504441X" "" "1954"
"DUI_XIANG:621201193107291328" "DUI_XIANG:140524188406137856" "" "1955"
"DUI_XIANG:621201194011026030" "DUI_XIANG:140227194811111362" "" "1956"
"DUI_XIANG:621201194111281127" "DUI_XIANG:140227194501078069" "" "1957"
"DUI_XIANG:621201194507169182" "DUI_XIANG:140227194105198253" "" "1958"
"DUI_XIANG:621226188201081627" "DUI_XIANG:140227193808178086" "" "1959"
"DUI_XIANG:621226188709236570" "DUI_XIANG:140227193201197408" "" "1960"
"DUI_XIANG:621226190902261017" "DUI_XIANG:140227190909203208" "" "1961"
"DUI_XIANG:621226191001164193" "DUI_XIANG:140227190710099781" "" "1962"
"DUI_XIANG:621226192104048069" "DUI_XIANG:140227189905246683" "" "1963"
"DUI_XIANG:621226192302127286" "DUI_XIANG:140227189806039945" "" "1964"
"DUI_XIANG:621226192611111886" "DUI_XIANG:140227189508307657" "" "1965"
"DUI_XIANG:621226193602076585" "DUI_XIANG:140227188604249886" "" "1966"
"DUI_XIANG:621226194012061863" "DUI_XIANG:140226194712273298" "" "1967"
"DUI_XIANG:623026188002224489" "DUI_XIANG:140226194601318393" "" "1968"
"DUI_XIANG:623026188312012350" "DUI_XIANG:140226194006305037" "" "1969"
"DUI_XIANG:623026189303217252" "DUI_XIANG:140226193411288141" "" "1970"
"DUI_XIANG:623026189501317115" "DUI_XIANG:140226193301116920" "" "1971"
"DUI_XIANG:623026190207264823" "DUI_XIANG:14022619230910601X" "" "1972"
"DUI_XIANG:623026191806268986" "DUI_XIANG:140226191504276116" "" "1973"
"DUI_XIANG:623026192004047879" "DUI_XIANG:140226191504253686" "" "1974"
"DUI_XIANG:623026194011267828" "DUI_XIANG:140226191207281015" "" "1975"
"DUI_XIANG:623026194011292046" "DUI_XIANG:140226190612252264" "" "1976"
"DUI_XIANG:62302619421015130X" "DUI_XIANG:140226189311267210" "" "1977"
"DUI_XIANG:623026194705236241" "DUI_XIANG:140226189212072741" "" "1978"
"DUI_XIANG:623026194904096800" "DUI_XIANG:140226189001279793" "" "1979"
"DUI_XIANG:632126190703133124" "DUI_XIANG:140222194911099071" "" "1980"
"DUI_XIANG:632126191904128772" "DUI_XIANG:140222194601044403" "" "1981"
"DUI_XIANG:63212619210324281X" "DUI_XIANG:14022219440326507X" "" "1982"
"DUI_XIANG:632126192611087385" "DUI_XIANG:140222194304035893" "" "1983"
"DUI_XIANG:632126192710282215" "DUI_XIANG:140222194304014048" "" "1984"
"DUI_XIANG:632126193206151253" "DUI_XIANG:140222193808204123" "" "1985"
"DUI_XIANG:632523188002212962" "DUI_XIANG:140222193511232553" "" "1986"
"DUI_XIANG:632523188510018883" "DUI_XIANG:140222190711147640" "" "1987"
"DUI_XIANG:632523189601236733" "DUI_XIANG:14022218970720435X" "" "1988"
"DUI_XIANG:632523190604133578" "DUI_XIANG:140222189410159957" "" "1989"
"DUI_XIANG:632523191111276698" "DUI_XIANG:140222189101199322" "" "1990"
"DUI_XIANG:632523191112036207" "DUI_XIANG:140106193610102847" "" "1991"
"DUI_XIANG:632523191508248388" "DUI_XIANG:140106193102261681" "" "1992"
"DUI_XIANG:632523193007265947" "DUI_XIANG:140106192606148450" "" "1993"
"DUI_XIANG:632523193801188125" "DUI_XIANG:140106192309186450" "" "1994"
"DUI_XIANG:632523193812154027" "DUI_XIANG:140106192011108433" "" "1995"
"DUI_XIANG:632523194407193748" "DUI_XIANG:131081194911101133" "" "1996"
"DUI_XIANG:63282118890626796X" "DUI_XIANG:13108119410630603X" "" "1997"
"DUI_XIANG:632821189303172106" "DUI_XIANG:131081193202225841" "" "1998"
"DUI_XIANG:632821190901197475" "DUI_XIANG:131081191603238943" "" "1999"
"DUI_XIANG:632821191012025010" "DUI_XIANG:131081189212107433" "" "2000"
"DUI_XIANG:632821191111221308" "DUI_XIANG:131081189101224469" "" "2001"
"DUI_XIANG:632821192103242664" "DUI_XIANG:131081188209177524" "" "2002"
"DUI_XIANG:632821192301011525" "DUI_XIANG:131081188109224776" "" "2003"
"DUI_XIANG:632821193404239105" "DUI_XIANG:131024193301164936" "" "2004"
"DUI_XIANG:632821194308238051" "DUI_XIANG:13102419320222549X" "" "2005"
"DUI_XIANG:652300188510018574" "DUI_XIANG:131024193004181561" "" "2006"
